Ziffer,Text
19.0940," + Behandlung von Angiodysplasien, pro Angiodysplasien "
19.0950," + Einlegen eines Jejunostomietubus/Anlegen einer Jejunostomie, bei Enteroskopie "
19.0960," Enteroskopie, intraoperativ, bei Laparotomie, jede Methode "
19.0970," + Blutstillung bei Enteroskopie, als alleinige Zuschlagsleistung "
19.0980," + Abtragung einer polypösen Läsion bei Enteroskopie, pro Läsion "
19.0990," + Behandlung von Angiodysplasien, pro Angiodysplasien "
19.1000," + Einlegen eines Jejunostomietubus/Anlegen einer Jejunostomie, bei Enteroskopie "
19.1010," Koloskopie, vollständig "
19.1020, + Skopie des Ileum terminale bei Koloskopie 
19.1030, + Abstrich(e) mit Bürste für Zytologie/Bakteriologie bei Koloskopie 
19.1040," + Schleimhautbiopsie mit Zange bei Koloskopie, bis 5 Biopsien "
19.1050," + Schleimhautbiopsie mit Zange bei Koloskopie, mehr als 5 Biopsien "
19.1060," + Blutstillung bei Koloskopie, jede Methode, als alleinige Zuschlagsleistung "
19.1070, + Fremdkörperentfernung(en) bei Koloskopie 
19.1080, + Schleimhautfärbung zur Erkennung von dysplastischen Herden bei Koloskopie 
19.1090," + Intramuköse Injektion vor Polypektomie, jede Methode, pro Polyp "
19.1100," + Entfernung gestielter Polypen bei Koloskopie, pro Polyp "
19.1110," + Ligatur grosser Polypenstiele vor Polypektomie (Endoloop, Metallclips) "
19.1120," + Entfernung sessiler Polypen bis 1 cm Durchmesser bei Koloskopie, pro Polyp "
19.1130," + Entfernung sessiler Polypen mehr als 1 cm Durchmesser bei Koloskopie, pro Polyp "
19.1140, + Entfernung polypöser Läsionen durch Hot-Biopsy bei Koloskopie 
19.1150," + Entfernung einer Läsion durch Laser/Argonbeamer bei Koloskopie, pro Läsion "
19.1160, + Behandlung einer Angiodysplasie bei Koloskopie 
19.1170," + Dilatation einer Stenose bei Koloskopie, jede Methode "
19.1180, + Legen einer Dickdarmsonde bei Koloskopie 
19.1190, + Einlegen einer Prothese in Kolon bei Koloskopie 
19.1200," Koloskopie, partiell oder linksseitig "
19.1210, Koloskopie durch Stoma 
19.1220," Koloskopie, intraoperativ oder bei Laparoskopie, jede Methode "
19.1230, + Skopie des Ileum terminale bei Koloskopie 
19.1240, + Abstrich(e) mit Bürste für Zytologie/Bakteriologie bei Koloskopie 
19.1250," + Schleimhautbiopsie mit Zange bei Koloskopie, bis 5 Biopsien "
19.1260," + Schleimhautbiopsie mit Zange bei Koloskopie, mehr als 5 Biopsien "
19.1270," + Blutstillung bei Koloskopie, jede Methode, als alleinige Zuschlagsleistung "
19.1280, + Fremdkörperentfernung(en) bei Koloskopie 
19.1290, + Schleimhautfärbung zur Erkennung von dysplastischen Herden bei Koloskopie 
19.1300," + Intramuköse Injektion vor Polypektomie, jede Methode, pro Polyp "
19.1310," + Entfernung gestielter Polypen bei Koloskopie, pro Polyp "
19.1320," + Ligatur grosser Polypenstiele vor Polypektomie (Endoloop, Metallclips) "
19.1330," + Entfernung sessiler Polypen bis 1 cm Durchmesser bei Koloskopie, pro Polyp "
19.1340," + Entfernung sessiler Polypen mehr als 1 cm Durchmesser bei Koloskopie, pro Polyp "
19.1350, + Entfernung polypöser Läsionen durch Hot-Biopsy bei Koloskopie 
19.1360," + Entfernung einer Läsion durch Laser/Argonbeamer bei Koloskopie, pro Läsion "
19.1370, + Behandlung einer Angiodysplasie bei Koloskopie 
19.1380," + Dilatation einer Stenose bei Koloskopie, jede Methode "
19.1390, + Legen einer Dickdarmsonde bei Koloskopie 
19.1400, + Einlegen einer Prothese in Kolon bei Koloskopie 
19.1410," Sigmoidoskopie, flexibel "
19.1420, + Abstrich mit Bürste für Zytologie/Bakteriologie bei Rektoskopie/Sigmoidoskopie 
19.1430, + Biopsie(n) mit Zange bei Rektoskopie/Sigmoidoskopie 
19.1440," + Fremdkörperentfernung(en) bei Rektoskopie/Sigmoidoskopie, pro Fremdkörper "
19.1450," + Blutstillung bei Rektoskopie/Sigmoidoskopie, jede Methode, als alleinige Zuschlagsleistung "
19.1460, + Behandlung einer Angiodysplasie bei Rektoskopie/Sigmoidoskopie 
19.1470," + Intramuköse Injektion vor Polypektomie, jede Methode, pro Polyp "
19.1480," + Entfernung gestielter Polypen bei Rektoskopie/Sigmoidoskopie, pro Polyp "
19.1490," + Entfernung sessiler Polyp bis 1 cm Durchmesser bei Rektoskopie/Sigmoidoskopie, pro Polyp "
19.1500," + Entfernung sessiler Polyp mehr als 1 cm Durchmesser, bei Rektoskopie/Sigmoidoskopie, pro Polyp "
19.1510, + Entfernung polypöser Läsionen mit Hot-Biopsy bei Rektoskopie/Sigmoidoskopie 
19.1520, + Einlegen einer Prothese in Rektum bei Rektoskopie/Sigmoidoskopie 
19.1530," Rektoskopie, starr "
19.1610, Anoskopie 
19.1620, + Abstrich mit Bürste für Zytologie/Bakteriologie/Mikrobiologie bei Anoskopie 
19.1630, + Biopsie(n) mit Zange bei Anoskopie 
19.1640," + Blutstillung bei Anoskopie, jede Methode, als alleinige Zuschlagsleistung "
19.1650," + Entfernung von Polypen bei Anoskopie, jede Methode "
19.1660," + Hämorrhoidalbehandlung bei Anoskopie, jede Methode pro Sitzung "
19.1710," Ballonexpulsions-Test, rektal, durch den Facharzt (Bestandteil von 'Allgemeine Grundleistungen') "
19.1720," Biofeedback-Training der analen Sphinkterfunktion durch den Facharzt, erste Sitzung "
19.1730," Biofeedback-Training der analen Sphinkterfunktion durch den Facharzt, jede weitere Sitzung "
19.1740, Legen eines Darmrohrs (Rektum) durch den Facharzt 
19.1750, Digitale Ausräumung des Rektums durch den Facharzt beim Kind/Jugendlichen älter als 7 Jahre und Erwachsenen 
19.1760, Digitale Ausräumung des Rektums durch den Facharzt beim Kind bis 7 Jahre 
19.1770," Therapeutischer Einlauf, nur Rektum, durch den Facharzt (Bestandteil von 'Allgemeine Grundleistungen') "
19.1780," Therapeutischer Einlauf, Kolon, durch den Facharzt, (Bestandteil von 'Allgemeine Grundleistungen') "
19.1790, Behandlung einer Analfissur durch Unterspritzung 
19.1800," Bougierung des Analkanals bei Striktur, durch den Facharzt "
19.1810," Leberbiopsie, perkutan "
19.1820," Chirurgische/gastroenterologische Laparoskopie, diagnostisch "
19.1830," + Zuschlag für Biopsie durch Laparoskop bei chirurgischer/gastroenterologischer, diagnostischer Laparoskopie, pro Gewebeprobe "
19.1840," + Zuschlag für Biopsie durch dritten Stichkanal/Instrument bei chirurgischer/gastroenterologischer, diagnostischer Laparoskopie "
19.1850," Aszitespunktion/Peritonealpunktion/Peritoneale Abszesspunktion, diagnostisch, jede Methode "
19.1860," Aszitespunktion/Peritonealpunktion/Peritoneale Abszesspunktion, therapeutisch, jede Methode "
19.1870," Douglas Punktion (rektal/vaginal), diagnostisch "
19.1900," Provokationstest/Toleranz-Induktion systemisch, erste Dosis "
19.1910," + Provokationstest/Toleranz-Induktion systemisch, jede weitere Dosis "
20.0010, Perkutanes Anlegen einer Laparostomie 
20.0020," Anlegen einer Laparostomie, offen "
20.0030, Verschluss einer offen angelegten Laparostomie 
20.0040," Offene Drainage von Abszessen der Bauchdecke, extraperitoneal "
20.0050, Operative Versorgung bei Omphalozele 
20.0060, Plastische operative Versorgung an der Bauchdecke bei Prune-Belly-Syndrom 
20.0070," Operative Versorgung bei Laparoschisis, jede Methode "
20.0110," Laparoskopie (therapeutisch), Zugang für laparoskopische Eingriffe und Inspektion "
20.0120, + Zuschlag für offene Laparoskopie/Pelviskopie (Mini-Laparotomie) 
20.0130, + Cholezystektomie mittels Laparoskopie 
20.0140, + Cholangiografie mittels Laparoskopie 
20.0150, + Revision der Gallenwege mittels Laparoskopie 
20.0160, + operative Versorgung bei gastrooesophagealer Refluxerkrankung mittels Laparoskopie 
20.0170, + operative Versorgung bei Pankreasprozessen mittels Laparoskopie 
20.0180," + Versorgung einer Inguinalhernie/Femoralhernie, präperitoneal/transperitoneal, mittels Laparoskopie, pro Seite "
20.0190, + Versorgung eines intraabdominal zugänglichen Abszesses mittels Laparoskopie 
20.0210," Manuelle Reposition einer Bauchwandhernie durch den Facharzt, als alleinige Leistung "
20.0220," Operative Versorgung einer Inguinalhernie beim Neugeborenen, einseitig "
20.0230, + Zuschlag bei inkarzerierter Hernie ohne Resektion von Darm bei operativer Versorgung einer Inguinalhernie 
20.0240, + Darmresektion bei inkarzerierter Hernie bei operativer Versorgung einer Inguinalhernie 
20.0250," Operative Versorgung einer Inguinalhernie beim Neugeborenen, beidseitig "
20.0260," Operative Versorgung einer Inguinalhernie beim Kind bis 7 Jahre, einseitig "
20.0270," + Zuschlag für Rezidivoperation, ohne/mit Netz, nach operativer Versorgung einer Inguinalhernie "
20.0280," Operative Versorgung einer Inguinalhernie beim Kind bis 7 Jahre, beidseitig "
20.0290," Operative Versorgung einer Inguinalhernie beim Mädchen ab 7 bis 16 Jahre, einseitig "
20.0300," Operative Versorgung einer Inguinalhernie beim Mädchen ab 7 bis 16 Jahre, beidseitig "
20.0310," Operative Versorgung einer Inguinalhernie beim Knaben ab 7 bis 16 Jahre, einseitig "
20.0320," Operative Versorgung einer Inguinalhernie beim Knaben ab 7 bis 16 Jahre, beidseitig "
20.0330," Operative Versorgung einer Inguinalhernie beim Erwachsenen älter als 16 Jahre, tension-free, einseitig "
20.0340," Operative Versorgung einer Inguinalhernie beim Erwachsenen älter als 16 Jahre, tension-free, beidseitig "
20.0350," Operative Versorgung einer Inguinalhernie beim Erwachsenen älter als 16 Jahre, jede Methode, exkl. tension-free, einseitig "
20.0360," Operative Versorgung einer Inguinalhernie beim Erwachsenen älter als 16 Jahre, jede Methode, exkl. tension-free, beidseitig "
20.0370," Operative Versorgung einer Femoralhernie beim Kind bis 7 Jahre, einseitig "
20.0380, + Zuschlag bei inkarzerierter Hernie ohne Resektion von Darm bei operativer Versorgung einer Femoralhernie 
20.0390, + Darmresektion bei inkarzerierter Hernie bei operativer Versorgung einer Femoralhernie 
20.0400," + Zuschlag für Rezidivoperation, ohne/mit Netz, nach operativer Versorgung einer Femoralhernie "
20.0410," Operative Versorgung einer Femoralhernie beim Kind bis 7 Jahre, beidseitig "
20.0420," Operative Versorgung einer Femoralhernie beim Mädchen ab 7 bis 16 Jahre, einseitig "
20.0430," Operative Versorgung einer Femoralhernie beim Mädchen ab 7 bis 16 Jahre, beidseitig "
20.0440," Operative Versorgung einer Femoralhernie beim Knaben ab 7 bis 16 Jahre, einseitig "
20.0450," Operative Versorgung einer Femoralhernie beim Knaben ab 7 bis 16 Jahre, beidseitig "
20.0460," Operative Versorgung einer Femoralhernie beim Erwachsenen älter als 16 Jahre, Inguinalisation tension-free, einseitig "
20.0470," Operative Versorgung einer Femoralhernie beim Erwachsenen älter als 16 Jahre, Inguinalisation tension-free, beidseitig "
20.0480," Operative Versorgung einer Femoralhernie beim Erwachsenen älter als 16 Jahre, jede Methode, exkl. tension-free, einseitig "
20.0490," Operative Versorgung einer Femoralhernie beim Erwachsenen älter als 16 Jahre, jede Methode, exkl. tension-free, beidseitig "
20.0500, Operative Versorgung einer Nabelhernie 
20.0510, + Zuschlag für Rezidivoperation nach operativer Versorgung einer Nabelhernie 
20.0520, + Darmresektion bei inkarzerierter Hernie bei operativer Versorgung einer Nabelhernie 
20.0530, + Zuschlag bei inkarzerierter Hernie ohne Resektion von Darm bei operativer Versorgung einer Nabelhernie 
20.0540, Operative Versorgung einer epigastrischen Hernie 
20.0550, + Zuschlag für Netz bei operativer Versorgung einer epigastrischen Hernie 
20.0560," Andere Abdominalhernien, inkl. Narbenhernien (Länge+Breite), bis 5 cm "
20.0570, + Zuschlag für Implantat bei Narbenhernie 
20.0580," Andere Abdominalhernien, inkl. Narbenhernien (Länge+Breite), 6 bis 15 cm "
20.0590," Andere Abdominalhernien, inkl. Narbenhernien (Länge+Breite), mehr als 15 cm "
20.0610," Lumbotomie und weitere extraperitoneale Zugänge zum Retroperitoneum, pro Seite "
20.0620," Laparotomie, als Zugang "
20.0630, + Anlegen eines Laparotomieverschlusses für repetitive Lavage/Laparostoma im Rahmen einer Laparotomie 
20.0710," Geschlossene Reposition einer Darminvagination, jede Methode "
20.0720," Geschlossene Reposition eines Sigmavolvolus, jede Methode "
20.0730," Perkutanes Anlegen einer peritonealen Drainage, kurzzeitig (Entfernung innerhalb von 24h), als alleinige Leistung "
20.0740, + Zuschlag für Lavagierung nach Anlegen einer peritonealen Drainage 
20.0750," Perkutanes Anlegen einer peritonealen Drainage, langzeitig (Entfernung nach mehr als 24h), als alleinige Leistung "
20.0760, + Zuschlag für Lavagierung nach Anlegen einer peritonealen Drainage 
20.0770," Perkutanes Einlegen eines Peritonealdialysekatheters, kurzzeitig (Entfernung innerhalb von 24h) "
20.0780," Perkutanes Einlegen eines Peritonealdialysekatheters, langzeitig (Entfernung nach mehr als 24h) "
20.0790, Entfernen eines/r Peritonealdialysekatheters/peritonealen Drainage (Bestandteil von 'Allgemeine Grundleistungen') 
20.0800," Peritoneallavagierung bei angelegtem Laparotomieverschluss zwecks repetitiver Lavagierung, inkl. provisorischer Wiederverschluss/definitiver Verschluss "
20.0810," Exploration Bauchhöhle, als alleinige Leistung "
20.0820, Lavage der Bauchhöhle 
20.0830," Staging bei malignem Lymphom, als alleinige Leistung exkl. Zugang "
20.0840, Operative Drainage eines intraperitonealen/extraperitonealen/retroperitonealen Abszesses 
20.0850," Omentektomie, als alleinige Leistung exkl. Zugang "
20.0860, Mesenterialzystenresektion 
20.0870, Entnahme und Bearbeitung eines Omentum-Lappens 
20.0880," Adhäsiolyse, Bridenlösung, einzelne strangförmige Briden, als alleinige Leistung exkl. Zugang "
20.0890," Adhäsiolyse, Bridenlösung, flächenhafte Verwachsung(en), als alleinige Leistung exkl. Zugang "
20.0900," Offene Versorgung bei intraabdominalen Hernien, Volvulus, Invagination, ohne Resektion "
20.0910, Entfernung eines kongenitalen Tumors des Mesenterialstiels 
20.0920," Enteroanastomose(n), als alleinige Leistung exkl. Zugang "
20.1010, Verschluss einer Zwerchfellhernie 
20.1020, Operative Versorgung bei kongenitaler Missbildung des Zwerchfells 
20.1030, Gastrotomie zur Exploration 
20.1040, Gastrotomie/Duodenotomie zwecks Umstechung eines blutenden Ulkus 
20.1050, Gastrotomie zwecks lokaler Exzision eines Magentumors/Ulkus 
20.1060, Übernähen eines perforierten Magenulkus/Magenverletzung 
20.1070, Übernähen eines perforierten Duodenalulkus/Duodenalverletzung 
20.1080, Pylorotomie/operative Versorgung einer Pylorusstenose beim Säugling 
20.1090," Pyloroplastik, jede Methode "
20.1100," Gastrektomie partiell, Anastomose mit Oesophagus "
20.1110," Gastrektomie partiell, Anastomose mit Duodenum "
20.1120," Gastrektomie partiell, Anastomose mit Jejunum "
20.1130," Gastrektomie partiell, übrige Anastomosen/Versorgungsformen "
20.1140," Gastrektomie, total "
20.1150, + Intestinales Interponat/Magenersatz bei totaler Gastrektomie 
20.1160," Vagotomie, selektiv/superselektiv, jede Methode "
20.1170," Anlegen einer Gastrostomie, offen "
20.1180, + Anlegen einer kontinenten Gastrostomie 
20.1190," Wechsel eines Gastrostomietubus, offen "
20.1200," Verschluss einer Gastrostomie, operativ "
20.1210," Anlegen einer Gastroenterostomie, als alleinige Leistung exkl. Zugang "
20.1220, Operative Versorgung bei Hiatushernie 
20.1230," Gastroplastik bei Adipositas, jede Methode "
20.1240," Duodenotomie, als alleinige Leistung exkl. Zugang "
20.1250, + Transduodenale ampulläre Sphinkterspaltung bei Duodenotomie 
20.1260," + Resektion eines Duodenaltumors/Duodenalpolyps, offen, bei Duodenotomie "
20.1270," Duodenektomie, partiell/total, als alleinige Leistung exkl. Zugang "
20.1280, Operative Versorgung bei Duodenalatresie 
20.1310," Appendektomie, jede Methode, als alleinige Leistung "
20.1320, + Zuschlag bei Perforation/Drainage perityphlitischer Abszess 
20.1330," (+) Appendektomie, sog. Gelegenheitsappendektomie, jede Methode, als Zuschlagsleistung "
20.1340, Enterotomie zur Exploration 
20.1350, Operative Korrekturversorgung bei kongenitalen Darmanomalien/Malrotation im Frühkindesalter bis 2 Jahre 
20.1360, Resektion eines Meckel'schen Divertikels u/o Ductus omphalomesentericus 
20.1370, Segmentäre Dünndarmresektion 
20.1380, (+) Präparation eines gestielten Dünndarmsegments als Zuschlagsleistung 
20.1390," Plikatur Dünndarm, jede Methode, als alleinige Leistung exkl. Zugang "
20.1400, Operative Versorgung von Dünndarmverletzungen 
20.1410," Exzision Dünndarmtumor, ohne Segmentresektion mittels Enterotomie, als alleinige Leistung exkl. Zugang "
20.1420," Ileostomie, nicht kontinent "
20.1430," Ileostomie, kontinent "
20.1440, Revision Ileostomie durch Laparotomie 
20.1510," Versorgung einer Fistel/Fistelsystems zu Dünndarm/Kolon, Ausgangsort Dünndarm, als alleinige Leistung exkl. Zugang "
20.1520," Versorgung einer Fistel/Fistelsystems zu Dünndarm/Kolon/Magen, Ausgangsort Kolon, als alleinige Leistung exkl. Zugang "
20.1530, Operative Versorgung bei Mekoniumileus mit Peritonitis/nekrotisierender Enterocolitis 
20.1540, Offene lokale Exzision eines Dickdarmtumors 
20.1550, Segmentäre Kolonresektion 
20.1560," Sigmaresektion, ohne Mobilisierung der linken Kolonflexur "
20.1570, Sigmaresektion mittels Mobilisierung der linken Kolonflexur 
20.1580," Hemikolektomie, links "
20.1590," Hemikolektomie, rechts "
20.1600, Ileocoecale Resektion 
20.1610, Proktokolektomie 
20.1620, + Anlegen eines ileoanalen Pouch bei Proktokolektomie/subtotaler Kolektomie/totaler intraabdominaler Kolektomie 
20.1630, Subtotale Kolektomie/totale intraabdominale Kolektomie 
20.1640," Diagnostik bei Morbus Hirschsprung und neuronaler Darmdysplasie, Saugbiopsie "
20.1650," Operative Versorgung bei Morbus Hirschsprung und neuronaler Darmdysplasie, offene Darmbiopsie, als alleinige Leistung exkl. Zugang "
20.1660," Operative Versorgung bei Morbus Hirschsprung und neuronaler Darmdysplasie; ultrakurze, anorektale Form, als alleinige Leistung exkl. Zugang "
20.1670," Operative Versorgung bei Morbus Hirschsprung und neuronaler Darmdysplasie, kontinenzerhaltende Rekto-Sigmoidektomie, als alleinige Leistung exkl. Zugang "
20.1680," Operative Versorgung bei Morbus Hirschsprung und neuronaler Darmdysplasie, Ausdehnung proximal Sigma, als alleinige Leistung exkl. Zugang "
20.1690," Operative Versorgung bei Morbus Hirschsprung und neuronaler Darmdysplasie, Darmplastik bei neuronaler Dysplasie von Dünndarm und Dickdarm, als alleinige Leistung exkl. Zugang "
20.1700," Anlegen einer Kolostomie/Coecostomie, als alleinige Leistung exkl. Zugang "
20.1710," (+) Anlegen einer Kolostomie/Coecostomie, als Zuschlagsleistung "
20.1720, Revision einer Kolostomie/Coecostomie durch Laparotomie 
20.1730, + Behebung einer parakolostomischen Hernie bei Revision einer Kolostomie/Coecostomie 
20.1740, Verschliessen einer Ileostomie/Kolostomie 
20.1750, Operative Versorgung von Dickdarmverletzungen 
20.1810," Rektumprolapsoperation, abdominaler Zugang, als alleinige rektumchirurgische Leistung "
20.1820," Rektumprolapsoperation, perinealer Zugang, als alleinige rektumchirurgische Leistung "
20.1830," Rektalprolapsoperation, Cerclage, als alleinige rektumchirurgische Leistung "
20.1840," Resektion des Rektums, low anterior, als alleinige rektumchirurgische Leistung "
20.1850," + Zuschlag für transanale Anastomose bei Resektion des Rektums, low anterior "
20.1860," + Zuschlag für das Anlegen eines Kolonpouch bei Resektion des Rektums, low anterior "
20.1870," Rektumresektion, segmentär, durch parasakralen Zugang, als alleinige rektumchirurgische Leistung "
20.1880," Abdominoperineale Rektumexstirpation, als alleinige rektumchirurgische Leistung "
20.1890," Rektumresektion, high anterior, als alleinige rektumchirurgische Leistung "
20.1910," Resektion eines Rektumtumors durch Proktotomie mittels Durchtrennung Sphinkterapparat, mit Anastomose, als alleinige rektumchirurgische Leistung "
20.1920," Resektion eines Rektumtumors durch Proktotomie mittels Durchtrennung Sphinkterapparat, ohne Anastomose, als alleinige rektumchirurgische Leistung "
20.1930," Resektion eines Rektumtumors durch Proktotomie, ohne Durchtrennung Sphinkterapparat ohne Anastomose, als alleinige rektumchirurgische Leistung "
20.1940," Resektion eines Rektumtumors, transanal, als alleinige rektumchirurgische Leistung "
20.1950," Operative Versorgung bei Rektumfehlbildung, perineosakraler Zugang, als alleinige rektumchirurgische Leistung "
20.1960," Operative Versorgung bei Rektumfehlbildung, abdominaler/abdominoperineosakraler Zugang, als alleinige rektumchirurgische Leistung "
20.1970," Operative Drainage eines Abszesses, perirektal/Douglas, transanal, als alleinige rektumchirurgische Leistung "
20.2010," Operative Versorgung bei perianalen Abszessen, supralevatorisch, Abszessinzision "
20.2020," Operative Versorgung bei perianalen Abszessen, infralevatorisch, Abszessinzision "
20.2030, Operative Versorgung einer Analfistel 
20.2040, + Zuschlag für transsphinkterische/suprasphinkterische Versorgung bei operativer Versorgung einer Analfistel 
20.2050," Operative Versorgung einer tiefen rektovaginalen Fistel, perinealer Zugang "
20.2060," Operative Versorgung eines ausgedehnten anorektalen/anorektovaginalen Fistelsystems, perinealer Zugang "
20.2070, Analprolapsoperation 
20.2080," Sphinkterotomie, anal "
20.2090," Analplastik bei kongenitaler Fehlbildung, perineal "
20.2100," Analsphinkterplastik bei Inkontinenz, Sphinkterorrhaphie "
20.2110," Analsphinkterplastik bei Inkontinenz, Sphinkterorrhaphie mit Muskeltransposition "
20.2120, Behandlung einer Analfissur durch Exzision 
20.2130," Mariskenresektion, jede Methode "
20.2140, Condylomataentfernung 
20.2210," Hämorrhoidaloperation, Inzision "
20.2220," Hämorrhoidaloperation, Exzision Hämorrhoidalknoten, erster Knoten "
20.2230," + Hämorrhoidaloperation, Exzision Hämorrhoidalknoten, jeder weitere Knoten "
20.2240," Hämorrhoidaloperation, Hämorrhoidektomie, radikal "
20.2250, Gummibandligatur von Hämorrhoiden 
20.2310," Splenektomie, total "
20.2320, + Replantation der fragmentierten Milz in eine Omentumtasche bei totaler Splenektomie 
20.2330," Splenektomie, partiell "
20.2340, Naht einer Milzruptur/Milzverletzung 
20.2350, Splenorrhaphie mit Kunststoffnetz 
20.2410, Operative Drainage eines Leberabszesses oder einer Leberzyste 
20.2420, Marsupialisation eines Leberabszesses oder einer Leberzyste 
20.2430, Zystektomie bei Leberechinokokkose 
20.2440," Keilbiopsie der Leber, offen "
20.2450," Versorgung eines Leberrisses, Lebernaht "
20.2460," Leberresektion, Wedge Resektion "
20.2470," Leberresektion, Segmentresektion "
20.2480," Leberresektion, rechte Hepatektomie "
20.2490," Leberresektion, erweiterte rechte Hepatektomie "
20.2500," Leberresektion, linke Lobektomie "
20.2510," Leberresektion, linke Hepatektomie "
20.2520," Leberresektion, linke erweiterte Hepatektomie "
20.2530," Resektion der Hepatikus-Gabel oder des Choledochus und plastische Rekonstruktion, mit oder ohne Leberresektion "
20.2610," Cholezystostomie, offen "
20.2620, Verschluss Cholezystostomie/Cholezystotomie 
20.2630," Versorgung einer Gallengangsverletzung, offen "
20.2640," Versorgung einer Gallenblasenfistel/Gallenwegsfistel, offen "
20.2650," Versorgung einer Gallenwegsstenose/Gallenwegsstriktur, offen "
20.2660," Entfernung/Wechsel einer Gallenwegsendoprothese, offen "
20.2670," Cholezystektomie, offen "
20.2680, + Intraoperative Choledochoskopie bei offener Cholezystektomie 
20.2690, + Dilatation des Choledochus bei offener Cholezystektomie 
20.2700, + Intraoperative Cholangiodebitomanometrie u/o Cholangiografie bei offener Cholezystektomie 
20.2710, Exzision einer Pankreasläsion/Pankreastumorexstirpation 
20.2720," Proximale (cephale) Duodenopankreatektomie, jede Methode "
20.2730, Distale (caudale) Pankreatektomie 
20.2740," Subtotale Pankreatektomie, jede Methode "
20.2750, Totale Pankreatektomie 
20.2760," Pankreatikojejunostomie oder andere operative Versorgungen am Ductus pancreaticus, als alleinige Leistung exkl. Zugang "
20.2770," Exzision der Papilla Vateri/Ampulla Vateri, als alleinige Leistung exkl. Zugang "
20.2780," Marsupialisation einer Pseudozyste des Pankreas, offen "
20.2790," Drainage/Débridement bei Pankreatitis, offen "
20.2810," Offene Drainage von Abszessen retroperitoneal (exkl. Bauchdecke), extraperitonealer Zugang "
20.2820," Operative Versorgung bei Sakraldermoid, Inzision "
20.2830," Operative Versorgung bei Sakraldermoid, radikale Exzision "
20.2840," Entfernung retroperitonealer Tumoren, beim Kind bis 7 Jahre, als alleinige Leistung exkl. Zugang "
20.2850," Entfernung retroperitonealer Tumoren, beim Kind/Jugendlichen und Erwachsenen älter als 7 Jahre, als alleinige Leistung exkl. Zugang "
21.0010," Blasenkatheterismus, diagnostisch und therapeutisch beim Knaben/Mann älter als 16 Jahre, durch den Facharzt "
21.0020," Blasenkatheterismus, diagnostisch und therapeutisch beim Mädchen/bei der Frau älter als 16 Jahre, durch den Facharzt "
21.0030," Blasenkatheterismus, diagnostisch und therapeutisch beim Kind/Jugendlichen bis 16 Jahre, durch den Facharzt "
21.0040, Harnblaseninstillation u/o Harnblasenspülung 
21.0050, Blasenpunktion 
21.0110," Urethroskopie, urethraler Zugang beim Knaben/Mann älter als 16 Jahre "
21.0120, + Zuschlag für perinealen Zugang bei Urethroskopie 
21.0130, + Biopsie bei Urethroskopie 
21.0140," + Fulguration/Abtragung einer Läsion bei Urethroskopie, unabhängig der Anzahl "
21.0150," + Steinentfernung(en)/Fremdkörperentfernung(en) bei Urethroskopie, unabhängig der Anzahl "
21.0160," Urethroskopie, urethraler Zugang beim Mädchen/bei der Frau älter als 16 Jahre "
21.0170, + Zuschlag für perinealen Zugang bei Urethroskopie 
21.0180, + Biopsie bei Urethroskopie 
21.0190," + Fulguration/Abtragung einer Läsion bei Urethroskopie, unabhängig der Anzahl "
21.0200," + Steinentfernung(en)/Fremdkörperentfernung(en) bei Urethroskopie, unabhängig der Anzahl "
21.0210," Urethroskopie, urethraler Zugang beim Kind/Jugendlichen bis 16 Jahre "
21.0220, + Resektion posteriore Urethralklappen beim Kind/Jugendlichen bis 16 Jahre 
21.0310, Zystoskopie/Urethrozystoskopie beim Knaben/Mann älter als 16 Jahre 
21.0320, + Diagnostische Endoskopie bei Zystoskopie/Urethrozystoskopie 
21.0330, + Biopsie(n) bei Zystoskopie/Urethrozystoskopie 
21.0340," + Fulguration/Abtragung einer Läsion bei Zystoskopie/Urethrozystoskopie, unabhängig der Anzahl "
21.0350," + Steinentfernung(en)/Fremdkörperentfernung(en) bei Zystoskopie/Urethrozystoskopie, unabhängig der Anzahl "
21.0360," + Lithotripsie, inkl. Trümmerentfernung, bei Zystoskopie/Urethrozystoskopie "
21.0370, + Einlage Doppel-J-Katheter bei Zystoskopie/Urethrozystoskopie 
21.0380," + Ureterenkatheterismus, bei Zystoskopie/Urethrozystoskopie, einseitig "
21.0390," + Ureterenkatheterismus, bei Zystoskopie/Urethrozystoskopie, beidseitig "
21.0400," + Steinmanipulation, Push-Back bei Zystoskopie/Urethrozystoskopie, retrograd, pro Seite "
21.0410, Zystoskopie/Urethrozystoskopie beim Mädchen/bei der Frau älter als 16 Jahre 
21.0420, + Diagnostische Endoskopie bei Zystoskopie/Urethrozystoskopie 
21.0430, + Biopsie(n) bei Zystoskopie/Urethrozystoskopie 
21.0440," + Fulguration/Abtragung einer Läsion bei Zystoskopie/Urethrozystoskopie, unabhängig der Anzahl "
21.0450," + Steinentfernung(en)/Fremdkörperentfernung(en) bei Zystoskopie/Urethrozystoskopie, unabhängig der Anzahl "
21.0460, Zystoskopie/Urethrozystoskopie beim Kind/Jugendlichen bis 16 Jahre 
21.0470, Zystoskopie durch Stoma 
21.0510," Ureteroskopie, retrograd, einseitig "
21.0520, + Diagnostische Urethroskopie/Zystoskopie bei Ureteroskopie 
21.0530," + Diagnostische Endoskopie bei Ureteroskopie, retrograd, pro Seite "
